"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (INR)",Impressions,Reach,Ends,"Attribution setting","CPM (cost per 1,000 impressions) (INR)","Cost per ThruPlay (INR)",ThruPlays,"Instagram follows","Video plays at 75%","Video plays","Video plays at 50%","Video plays at 100%","Unique CTR (all)"
2026-08-04,2026-08-04,"Retargeting Sales campaign",active,,,,500,Daily,246.46,457,385,Ongoing,"7-day click, 1-day view or 1-day engaged view",539.299781,,,0,,,,,5.714286
2026-08-04,2026-08-04,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,867.83,2000,Daily,867.83,1511,1166,Ongoing,"7-day click, 1-day view or 1-day engaged view",574.341496,48.212778,18,0,23,66,36,18,8.06175
2026-08-04,2026-08-04,"Engagement campaign Janviaika Reels",active,2700,video_thruplay_watched_actions,0.04105185,"Using ad set budget",0,110.84,21691,20672,Ongoing,"7-day click or 1-day view",5.109953,0.041052,2700,0,1881,21475,3192,1209,0.212848
2026-08-04,2026-08-04,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,535,1097,883,Ongoing,"7-day click, 1-day view or 1-day engaged view",487.69371,,,0,,,,,3.96376
2026-08-04,2026-08-04,"Hot Campaign for Website Visitors",active,,,,500,Daily,213.79,412,335,Ongoing,"7-day click, 1-day view or 1-day engaged view",518.907767,213.79,1,0,3,6,4,1,6.567164
2026-08-04,2026-08-04,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,840.15,"Using ad set budget",0,840.15,2682,2033,Ongoing,"7-day click, 1-day view or 1-day engaged view",313.255034,8.001429,105,0,129,771,199,104,3.885883
2026-08-04,2026-08-04,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Red Anarkali Engagement campaign",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Lehenga post from Insta",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-04,2026-08-04,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-08-04,2026-08-04,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Retargeting Sales campaign",active,5,actions:offsite_conversion.fb_pixel_purchase,99.98,500,Daily,499.9,1185,940,Ongoing,"7-day click, 1-day view or 1-day engaged view",421.85654,499.9,1,0,1,1,1,1,8.297872
2026-08-03,2026-08-03,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,1155.205,2000,Daily,2310.41,5102,3740,Ongoing,"7-day click, 1-day view or 1-day engaged view",452.843983,36.673175,63,4,78,274,113,63,7.513369
2026-08-03,2026-08-03,"Engagement campaign Janviaika Reels",active,6429,video_thruplay_watched_actions,0.04101104,"Using ad set budget",0,263.66,52422,47781,Ongoing,"7-day click or 1-day view",5.029568,0.041011,6429,0,4532,51861,7571,2772,0.242774
2026-08-03,2026-08-03,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,1212.74,5030,4157,Ongoing,"7-day click, 1-day view or 1-day engaged view",241.101392,,,1,,,,,3.584316
2026-08-03,2026-08-03,"Hot Campaign for Website Visitors",active,,,,500,Daily,458.77,1205,926,Ongoing,"7-day click, 1-day view or 1-day engaged view",380.721992,76.461667,6,1,9,34,11,6,7.019438
2026-08-03,2026-08-03,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,1892.94,"Using ad set budget",0,1892.94,7146,5038,Ongoing,"7-day click, 1-day view or 1-day engaged view",264.895046,6.688834,283,0,365,1904,572,285,4.485907
2026-08-03,2026-08-03,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Red Anarkali Engagement campaign",inactive,2728,video_thruplay_watched_actions,0.03039956,300,Daily,82.93,15400,15400,Ongoing,"7-day click or 1-day view",5.385065,0.0304,2728,0,1179,15143,3030,586,0.428571
2026-08-03,2026-08-03,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Lehenga post from Insta",inactive,1169,video_thruplay_watched_actions,0.05939264,"Using ad set budget",0,69.43,5652,5396,Ongoing,"7-day click or 1-day view",12.284147,0.059393,1169,0,942,5607,1576,456,0.722758
2026-08-03,2026-08-03,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-03,2026-08-03,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-08-03,2026-08-03,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Retargeting Sales campaign",active,3,actions:offsite_conversion.fb_pixel_purchase,194.93666667,500,Daily,584.81,1461,1086,Ongoing,"7-day click, 1-day view or 1-day engaged view",400.28063,,,0,,,,,6.629834
2026-08-02,2026-08-02,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,3,actions:offsite_conversion.fb_pixel_purchase,741.28,2000,Daily,2223.84,4245,3025,Ongoing,"7-day click, 1-day view or 1-day engaged view",523.872792,35.299048,63,0,78,298,109,63,7.173554
2026-08-02,2026-08-02,"Engagement campaign Janviaika Reels",active,8823,video_thruplay_watched_actions,0.03900714,"Using ad set budget",0,344.16,67240,60902,Ongoing,"7-day click or 1-day view",5.118382,0.039007,8823,0,6138,66592,10339,3761,0.302125
2026-08-02,2026-08-02,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,1180.87,4162,3093,Ongoing,"7-day click, 1-day view or 1-day engaged view",283.726574,,,0,,,,,4.397026
2026-08-02,2026-08-02,"Hot Campaign for Website Visitors",active,1,actions:offsite_conversion.fb_pixel_purchase,588.49,500,Daily,588.49,1490,1095,Ongoing,"7-day click, 1-day view or 1-day engaged view",394.959732,,,0,,5,1,,6.849315
2026-08-02,2026-08-02,JanviAika_Shopping_Ad_Campaign,active,4,actions:offsite_conversion.fb_pixel_purchase,447.8675,"Using ad set budget",0,1791.47,6528,4390,Ongoing,"7-day click, 1-day view or 1-day engaged view",274.428615,7.623277,235,1,311,1438,479,239,4.692483
2026-08-02,2026-08-02,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Red Anarkali Engagement campaign",inactive,11071,video_thruplay_watched_actions,0.03074971,300,Daily,340.43,64378,63272,Ongoing,"7-day click or 1-day view",5.287987,0.03075,11071,0,5013,63254,12298,2522,0.4615
2026-08-02,2026-08-02,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Lehenga post from Insta",inactive,6318,video_thruplay_watched_actions,0.05600348,"Using ad set budget",0,353.83,30088,29202,Ongoing,"7-day click or 1-day view",11.759838,0.056003,6318,0,5067,29809,8574,2301,0.582152
2026-08-02,2026-08-02,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-02,2026-08-02,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-08-02,2026-08-02,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Retargeting Sales campaign",active,,,,500,Daily,381.62,1161,861,Ongoing,"7-day click, 1-day view or 1-day engaged view",328.699397,190.81,2,1,2,3,2,2,6.968641
2026-08-01,2026-08-01,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,1835.25,4439,3141,Ongoing,"7-day click, 1-day view or 1-day engaged view",413.437711,24.800676,74,0,93,318,120,73,6.844954
2026-08-01,2026-08-01,"Engagement campaign Janviaika Reels",active,12341,video_thruplay_watched_actions,0.04126408,"Using ad set budget",0,509.24,99329,87991,Ongoing,"7-day click or 1-day view",5.126801,0.041264,12341,1,8638,98178,14418,5526,0.209112
2026-08-01,2026-08-01,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,635.3,3006,2318,Ongoing,"7-day click, 1-day view or 1-day engaged view",211.343979,,,0,,,,,3.537532
2026-08-01,2026-08-01,"Hot Campaign for Website Visitors",active,,,,500,Daily,335.97,1032,840,Ongoing,"7-day click, 1-day view or 1-day engaged view",325.552326,167.985,2,0,2,8,2,2,7.857143
2026-08-01,2026-08-01,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,1425.2,"Using ad set budget",0,1425.2,5449,3811,Ongoing,"7-day click, 1-day view or 1-day engaged view",261.552578,7.787978,183,0,244,1068,383,184,5.405405
2026-08-01,2026-08-01,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Red Anarkali Engagement campaign",inactive,10592,video_thruplay_watched_actions,0.02836669,300,Daily,300.46,59930,59832,Ongoing,"7-day click or 1-day view",5.013516,0.028367,10592,1,4480,58776,11728,2296,0.451264
2026-08-01,2026-08-01,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Lehenga post from Insta",inactive,4935,video_thruplay_watched_actions,0.05321783,"Using ad set budget",0,262.63,23634,22719,Ongoing,"7-day click or 1-day view",11.11238,0.053218,4935,1,3998,23254,6487,1957,0.536995
2026-08-01,2026-08-01,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-08-01,2026-08-01,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-08-01,2026-08-01,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Retargeting Sales campaign",active,,,,500,Daily,539.17,997,756,Ongoing,"7-day click, 1-day view or 1-day engaged view",540.792377,539.17,1,0,1,3,2,1,7.407407
2026-07-31,2026-07-31,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,1223.13,2530,1867,Ongoing,"7-day click, 1-day view or 1-day engaged view",483.450593,21.458421,57,1,68,256,97,59,6.588109
2026-07-31,2026-07-31,"Engagement campaign Janviaika Reels",active,2792,video_thruplay_watched_actions,0.04757521,"Using ad set budget",0,132.83,23376,22657,Ongoing,"7-day click or 1-day view",5.682324,0.047575,2792,0,1915,23100,3189,1131,0.242751
2026-07-31,2026-07-31,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,991.59,3652,2788,Ongoing,"7-day click, 1-day view or 1-day engaged view",271.519715,,,0,,,,,3.802009
2026-07-31,2026-07-31,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,264.36,500,Daily,528.72,1536,1148,Ongoing,"7-day click, 1-day view or 1-day engaged view",344.21875,528.72,1,0,2,15,6,1,6.968641
2026-07-31,2026-07-31,JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,657.935,"Using ad set budget",0,1315.87,6055,4501,Ongoing,"7-day click, 1-day view or 1-day engaged view",217.319571,4.475748,294,0,370,1605,595,294,3.532548
2026-07-31,2026-07-31,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Red Anarkali Engagement campaign",inactive,8191,video_thruplay_watched_actions,0.02814919,300,Daily,230.57,41883,41025,Ongoing,"7-day click or 1-day view",5.505098,0.028149,8191,0,3822,41099,8998,1922,0.555759
2026-07-31,2026-07-31,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Lehenga post from Insta",inactive,4975,video_thruplay_watched_actions,0.05322412,"Using ad set budget",0,264.79,23380,22726,Ongoing,"7-day click or 1-day view",11.325492,0.053224,4975,0,4046,23135,6608,1882,0.787644
2026-07-31,2026-07-31,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-31,2026-07-31,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-31,2026-07-31,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Retargeting Sales campaign",active,1,actions:offsite_conversion.fb_pixel_purchase,168.14,500,Daily,168.14,538,503,Ongoing,"7-day click, 1-day view or 1-day engaged view",312.527881,,,0,,2,,,4.970179
2026-07-30,2026-07-30,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,490.435,2000,Daily,980.87,1755,1277,Ongoing,"7-day click, 1-day view or 1-day engaged view",558.900285,22.81093,43,0,53,223,82,43,7.282694
2026-07-30,2026-07-30,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,959.65,3794,2806,Ongoing,"7-day click, 1-day view or 1-day engaged view",252.938851,,,0,,,,,4.027085
2026-07-30,2026-07-30,"Hot Campaign for Website Visitors",active,1,actions:offsite_conversion.fb_pixel_purchase,488.37,500,Daily,488.37,1516,1119,Ongoing,"7-day click, 1-day view or 1-day engaged view",322.143799,122.0925,4,0,5,17,8,4,6.881144
2026-07-30,2026-07-30,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,989.12,"Using ad set budget",0,989.12,3032,2127,Ongoing,"7-day click, 1-day view or 1-day engaged view",326.226913,11.636706,85,0,118,477,173,87,5.359662
2026-07-30,2026-07-30,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Red Anarkali Engagement campaign",inactive,10449,video_thruplay_watched_actions,0.03029285,300,Daily,316.53,58919,58919,Ongoing,"7-day click or 1-day view",5.372291,0.030293,10449,0,4908,58059,11626,2386,0.544816
2026-07-30,2026-07-30,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Lehenga post from Insta",inactive,5900,video_thruplay_watched_actions,0.05688136,"Using ad set budget",0,335.6,28547,27868,Ongoing,"7-day click or 1-day view",11.756051,0.056881,5900,0,4714,28310,8086,2148,0.620784
2026-07-30,2026-07-30,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-30,2026-07-30,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-30,2026-07-30,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-29,2026-07-29,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,963.94,2241,1659,Ongoing,"7-day click, 1-day view or 1-day engaged view",430.138331,17.850741,54,0,64,230,88,56,6.811332
2026-07-29,2026-07-29,"Engagement campaign Janviaika Reels",active,6256,video_thruplay_watched_actions,0.03413043,"Using ad set budget",0,213.52,40609,36917,Ongoing,"7-day click or 1-day view",5.257948,0.03413,6256,0,4104,40240,7042,2632,0.205867
2026-07-29,2026-07-29,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,858.74,3484,2706,Ongoing,"7-day click, 1-day view or 1-day engaged view",246.481056,,,0,,,,,3.584627
2026-07-29,2026-07-29,"Hot Campaign for Website Visitors",active,,,,500,Daily,498,1496,1098,Ongoing,"7-day click, 1-day view or 1-day engaged view",332.887701,99.6,5,0,6,25,7,5,7.650273
2026-07-29,2026-07-29,JanviAika_Shopping_Ad_Campaign,active,3,actions:offsite_conversion.fb_pixel_purchase,289.88333333,"Using ad set budget",0,869.65,3074,2146,Ongoing,"7-day click, 1-day view or 1-day engaged view",282.90501,31.058929,28,0,39,205,55,28,5.032619
2026-07-29,2026-07-29,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Red Anarkali Engagement campaign",inactive,10338,video_thruplay_watched_actions,0.02862739,300,Daily,295.95,55218,54980,Ongoing,"7-day click or 1-day view",5.359665,0.028627,10338,0,4529,54164,11437,2246,0.563841
2026-07-29,2026-07-29,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Lehenga post from Insta",inactive,5258,video_thruplay_watched_actions,0.05261887,"Using ad set budget",0,276.67,23185,22264,Ongoing,"7-day click or 1-day view",11.933146,0.052619,5258,0,4243,22964,6992,2008,0.696191
2026-07-29,2026-07-29,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-29,2026-07-29,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
